underlying,ts_signal,spot_symbol,expiry,action,strategy_type,legs_json,net_premium,max_loss,max_profit,breakevens,margin_est,dte,regime,regime_conf,align_mode,ltf_dir,htf_dir,dtf_dir,side,is_live,right,tradingsymbol,kite_symbol,strike,score,signal_strength,entry,sl,target,time_stop_min,spread_pct,bid,ask,mid,ltp,quote_ts,entry_model,iv,iv_pct,iv_samples,greeks_conf,delta,vega_1pct,theta_day,lot_size,greeks_max_lots,risk_lots,max_lots,pass_caps,sent_mult,mkt_bias,mkt_strength,mkt_risk_off,notes,reason,bos,bos_strength,htf_align,session
360ONE,None,NSE:360ONE,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":1120,""tradingsymbol"":""360ONE26FEB1120PE"",""instrument_token"":17543426,""bid"":27.8,""ask"":28.3,""mid"":28.05,""ltp"":28.05,""oi"":379000.0,""volume"":126000.0,""spread_pct"":0.017825311942959002,""price_used"":28.3,""tag"":""long"",""iv"":0.3223905381832123,""delta"":-0.6657351404290617,""gamma"":0.008661918556712006,""vega_1pct"":0.4744669259766128,""theta_day"":-1.36751852945736,""greeks_conf"":""high""}]",28.3,28.3,,,14150.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,360ONE26FEB1120PE,NFO:360ONE26FEB1120PE,1120,-1.7323398471024387,1.7323398471024387,28.3,14.15,50.940000000000005,90,0.017825311942959002,27.8,28.3,28.05,28.05,,ask,0.3223905381832123,1.0,1,high,-0.6657351404290617,0.4744669259766128,-1.36751852945736,500,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=37.6 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
COLPAL,None,NSE:COLPAL,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":2180,""tradingsymbol"":""COLPAL26FEB2180CE"",""instrument_token"":22356994,""bid"":20.2,""ask"":20.65,""mid"":20.424999999999997,""ltp"":20.424999999999997,""oi"":60975.0,""volume"":144900.0,""spread_pct"":0.022031823745410004,""quote_ts"":""2026-02-19T12:31:31"",""price_used"":20.65,""tag"":""long"",""iv"":0.1982173986501694,""delta"":0.5049602628372138,""gamma"":0.00779808692564232,""vega_1pct"":1.029492400574499,""theta_day"":-2.168783392381279,""greeks_conf"":""high""}]",20.65,20.65,,,4646.25,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,COLPAL26FEB2180CE,NFO:COLPAL26FEB2180CE,2180,1.6451664253246163,1.6451664253246163,20.65,10.325,37.17,90,0.022031823745410004,20.2,20.65,20.424999999999997,20.424999999999997,2026-02-19T12:31:31,ask,0.1982173986501694,1.0,1,high,0.5049602628372138,1.029492400574499,-2.168783392381279,225,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=47.7 | ivp=1.00 | dte=5 | spr=0.022 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
CUMMINSIND,None,NSE:CUMMINSIND,2026-02-24,BULL_CALL_SPREAD,BULL_CALL_SPREAD,"[{""side"":""BUY"",""right"":""CE"",""strike"":4750,""tradingsymbol"":""CUMMINSIND26FEB4750CE"",""instrument_token"":22877698,""bid"":39.55,""ask"":40.45,""mid"":40.0,""ltp"":40.0,""oi"":88600.0,""volume"":352600.0,""spread_pct"":0.02250000000000014,""quote_ts"":""2026-02-19T12:31:47"",""price_used"":40.45,""tag"":""long"",""iv"":0.2214882394092083,""delta"":0.4396555993952731,""gamma"":0.003180223734602695,""vega_1pct"":2.2079977988011166,""theta_day"":-5.107290170459943,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""CE"",""strike"":4850,""tradingsymbol"":""CUMMINSIND26FEB4850CE"",""instrument_token"":22878210,""bid"":14.4,""ask"":14.65,""mid"":14.525,""ltp"":14.525,""oi"":58800.0,""volume"":244400.0,""spread_pct"":0.01721170395869191,""quote_ts"":""2026-02-19T12:31:43"",""price_used"":14.4,""tag"":""short"",""iv"":0.2431116081161499,""delta"":0.19511679781299635,""gamma"":0.0020263202702804723,""vega_1pct"":1.5442018753813986,""theta_day"":-3.8126439175321667,""greeks_conf"":""high""}]",26.050000000000004,26.050000000000004,4823.95,26.05,5210.000000000001,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,CUMMINSIND26FEB4750CE,NFO:CUMMINSIND26FEB4750CE,4750,1.5745476565933667,1.5745476565933667,40.45,13.025000000000002,3885.21,90,0.02250000000000014,39.55,40.45,40.0,40.0,2026-02-19T12:31:47,ask,0.2214882394092083,1.0,1,high,0.24453880158227675,0.6637959234197179,-1.2946462529277762,200,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=29.2 | ivp=1.00 | dte=5 | spr=0.023 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
DABUR,None,NSE:DABUR,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":510,""tradingsymbol"":""DABUR26FEB510PE"",""instrument_token"":22498306,""bid"":8.2,""ask"":8.4,""mid"":8.3,""ltp"":8.3,""oi"":281250.0,""volume"":781250.0,""spread_pct"":0.0240963855421688,""price_used"":8.4,""tag"":""long"",""iv"":0.2361116400337219,""delta"":-0.6236840547668818,""gamma"":0.026876368631875258,""vega_1pct"":0.22708711859034472,""theta_day"":-0.47010232297680443,""greeks_conf"":""high""}]",8.4,8.4,,,10500.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,False,PE,DABUR26FEB510PE,NFO:DABUR26FEB510PE,510,-1.048995055806866,1.048995055806866,8.4,4.2,15.120000000000001,90,0.0240963855421688,8.2,8.4,8.3,8.3,,ask,0.2361116400337219,1.0,1,high,-0.6236840547668818,0.22708711859034472,-0.47010232297680443,1250,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=15.9 | ivp=1.00 | dte=5 | spr=0.024 | fallback single-leg,Trend DOWN but ADX<18. Trigger SHORT when ADX>=18 AND RSI<=48.,NONE,0.0,True,MID
DALBHARAT,None,NSE:DALBHARAT,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":2100,""tradingsymbol"":""DALBHARAT26FEB2100PE"",""instrument_token"":23144194,""bid"":25.85,""ask"":26.95,""mid"":26.4,""ltp"":26.4,""oi"":253175.0,""volume"":81250.0,""spread_pct"":0.04166666666666659,""quote_ts"":""2026-02-19T12:31:09"",""price_used"":26.95,""tag"":""long"",""iv"":0.300451264922142,""delta"":-0.4547764078328046,""gamma"":0.005288744905920385,""vega_1pct"":0.988754934863021,""theta_day"":-2.737257638515886,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":2060,""tradingsymbol"":""DALBHARAT26FEB2060PE"",""instrument_token"":23143426,""bid"":12.25,""ask"":13.25,""mid"":12.75,""ltp"":12.75,""oi"":39975.0,""volume"":15925.0,""spread_pct"":0.0784313725490196,""quote_ts"":""2026-02-19T12:31:09"",""price_used"":12.25,""tag"":""short"",""iv"":0.3124103384580612,""delta"":-0.26427966167731964,""gamma"":0.004197216269379621,""vega_1pct"":0.815922204504822,""theta_day"":-2.393912539723248,""greeks_conf"":""high""}]",14.7,14.7,25.3,2085.30,4777.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,DALBHARAT26FEB2100PE,NFO:DALBHARAT26FEB2100PE,2100,-1.3708749250297956,1.3708749250297956,26.95,7.35,34.94,90,0.04166666666666659,25.85,26.95,26.4,26.4,2026-02-19T12:31:09,ask,0.300451264922142,1.0,1,high,-0.19049674615548495,0.17283273035819902,-0.34334509879263786,325,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=18.3 | ivp=1.00 | dte=5 | spr=0.042 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
DELHIVERY,None,NSE:DELHIVERY,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":420,""tradingsymbol"":""DELHIVERY26FEB420CE"",""instrument_token"":22682114,""bid"":11.4,""ask"":11.8,""mid"":11.600000000000001,""ltp"":11.600000000000001,""oi"":284275.0,""volume"":78850.0,""spread_pct"":0.03448275862068968,""price_used"":11.8,""tag"":""long"",""iv"":0.20946598496246338,""delta"":0.8489523035206183,""gamma"":0.02192974846275305,""vega_1pct"":0.11944925940000627,""theta_day"":-0.30232148765828737,""greeks_conf"":""high""}]",11.8,11.8,,,24485.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,DELHIVERY26FEB420CE,NFO:DELHIVERY26FEB420CE,420,1.0890350161809381,1.0890350161809381,11.8,5.9,21.240000000000002,90,0.03448275862068968,11.4,11.8,11.600000000000001,11.600000000000001,,ask,0.20946598496246338,1.0,1,high,0.8489523035206183,0.11944925940000627,-0.30232148765828737,2075,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=18.0 | ivp=1.00 | dte=5 | spr=0.034 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
DIVISLAB,None,NSE:DIVISLAB,2026-02-24,BULL_CALL_SPREAD,BULL_CALL_SPREAD,"[{""side"":""BUY"",""right"":""CE"",""strike"":6300,""tradingsymbol"":""DIVISLAB26FEB6300CE"",""instrument_token"":22806274,""bid"":66.35,""ask"":67.35,""mid"":66.85,""ltp"":66.85,""oi"":177700.0,""volume"":375300.0,""spread_pct"":0.014958863126402395,""quote_ts"":""2026-02-19T12:31:51"",""price_used"":67.35,""tag"":""long"",""iv"":0.17561174559378628,""delta"":0.584970173498304,""gamma"":0.002964069127371867,""vega_1pct"":2.9199333531444034,""theta_day"":-5.600832079486068,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""CE"",""strike"":6400,""tradingsymbol"":""DIVISLAB26FEB6400CE"",""instrument_token"":22807298,""bid"":29.0,""ask"":29.4,""mid"":29.2,""ltp"":29.2,""oi"":106200.0,""volume"":359700.0,""spread_pct"":0.013698630136986254,""quote_ts"":""2026-02-19T12:31:43"",""price_used"":29.0,""tag"":""short"",""iv"":0.1951620651700497,""delta"":0.31357260193018255,""gamma"":0.002425564397203169,""vega_1pct"":2.655456952449272,""theta_day"":-5.378376281875885,""greeks_conf"":""high""}]",38.349999999999994,38.349999999999994,6361.65,38.35,3834.9999999999995,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,DIVISLAB26FEB6300CE,NFO:DIVISLAB26FEB6300CE,6300,1.4983269834249344,1.4983269834249344,67.35,19.174999999999997,5127.67,90,0.014958863126402395,66.35,67.35,66.85,66.85,2026-02-19T12:31:51,ask,0.17561174559378628,1.0,1,high,0.2713975715681215,0.26447640069513145,-0.2224557976101833,100,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=25.1 | ivp=1.00 | dte=5 | spr=0.015 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
DIXON,None,NSE:DIXON,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":11300,""tradingsymbol"":""DIXON26FEB11300PE"",""instrument_token"":23674882,""bid"":232.2,""ask"":235.05,""mid"":233.625,""ltp"":233.625,""oi"":37850.0,""volume"":375100.0,""spread_pct"":0.012199036918138138,""quote_ts"":""2026-02-19T12:31:52"",""price_used"":235.05,""tag"":""long"",""iv"":0.4053017745764255,""delta"":-0.5158321023103724,""gamma"":0.0007374972599846946,""vega_1pct"":5.316145748847273,""theta_day"":-20.033444936685985,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":11100,""tradingsymbol"":""DIXON26FEB11100PE"",""instrument_token"":23673858,""bid"":139.95,""ask"":141.8,""mid"":140.875,""ltp"":140.875,""oi"":46450.0,""volume"":235800.0,""spread_pct"":0.013132209405501492,""quote_ts"":""2026-02-19T12:31:52"",""price_used"":139.95,""tag"":""short"",""iv"":0.4041821015482545,""delta"":-0.36957867735488614,""gamma"":0.0007002114148946676,""vega_1pct"":5.033432242940787,""theta_day"":-19.146125177439867,""greeks_conf"":""high""}]",95.10000000000002,95.10000000000002,104.89999999999998,11204.90,4755.000000000001,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,DIXON26FEB11300PE,NFO:DIXON26FEB11300PE,11300,-1.656382307478492,1.656382307478492,235.05,47.55000000000001,179.02,90,0.012199036918138138,232.2,235.05,233.625,233.625,2026-02-19T12:31:52,ask,0.4053017745764255,1.0,1,high,-0.1462534249554862,0.2827135059064858,-0.8873197592461182,50,1,0,1,True,1.0,NEUTRAL,0.3125,False,adx=33.5 | ivp=1.00 | dte=5 | spr=0.012 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
DLF,None,NSE:DLF,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":630,""tradingsymbol"":""DLF26FEB630PE"",""instrument_token"":23779586,""bid"":9.45,""ask"":9.7,""mid"":9.575,""ltp"":9.575,""oi"":842325.0,""volume"":1986600.0,""spread_pct"":0.026109660574412535,""price_used"":9.7,""tag"":""long"",""iv"":0.2843723191633224,""delta"":-0.5341198349415737,""gamma"":0.018806623385330134,""vega_1pct"":0.2954183721556176,""theta_day"":-0.7631587010832679,""greeks_conf"":""high""}]",9.7,9.7,,,8002.499999999999,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,DLF26FEB630PE,NFO:DLF26FEB630PE,630,-1.4935622274573068,1.4935622274573068,9.7,4.85,17.46,90,0.026109660574412535,9.45,9.7,9.575,9.575,,ask,0.2843723191633224,1.0,1,high,-0.5341198349415737,0.2954183721556176,-0.7631587010832679,825,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=24.9 | ivp=1.00 | dte=5 | spr=0.026 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
DMART,None,NSE:DMART,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":3850,""tradingsymbol"":""DMART26FEB3850PE"",""instrument_token"":23863810,""bid"":26.95,""ask"":27.8,""mid"":27.375,""ltp"":27.375,""oi"":86250.0,""volume"":65250.0,""spread_pct"":0.031050228310502335,""price_used"":27.8,""tag"":""long"",""iv"":0.19851780599975588,""delta"":-0.411419537542442,""gamma"":0.004278775544520599,""vega_1pct"":1.782093317249648,""theta_day"":-3.1864255165366395,""greeks_conf"":""high""}]",27.8,27.8,,,4170.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,DMART26FEB3850PE,NFO:DMART26FEB3850PE,3850,-1.5447931549249228,1.5447931549249228,27.8,13.9,50.04,90,0.031050228310502335,26.95,27.8,27.375,27.375,,ask,0.19851780599975588,1.0,1,high,-0.411419537542442,1.782093317249648,-3.1864255165366395,150,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=27.6 | ivp=1.00 | dte=5 | spr=0.031 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
DRREDDY,None,NSE:DRREDDY,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1280,""tradingsymbol"":""DRREDDY26FEB1280CE"",""instrument_token"":23223554,""bid"":12.45,""ask"":12.65,""mid"":12.55,""ltp"":12.55,""oi"":2148750.0,""volume"":903750.0,""spread_pct"":0.015936254980079764,""price_used"":12.65,""tag"":""long"",""iv"":0.11317589267873765,""delta"":0.7093675350222375,""gamma"":0.019835399248260516,""vega_1pct"":0.5230165272267175,""theta_day"":-0.7258071302494453,""greeks_conf"":""high""}]",12.65,12.65,,,7906.25,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,DRREDDY26FEB1280CE,NFO:DRREDDY26FEB1280CE,1280,1.0783236762231425,1.0783236762231425,12.65,6.325,22.77,90,0.015936254980079764,12.45,12.65,12.55,12.55,,ask,0.11317589267873765,1.0,1,high,0.7093675350222375,0.5230165272267175,-0.7258071302494453,625,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=17.5 | ivp=1.00 | dte=5 | spr=0.016 | fallback single-leg,Trend UP but ADX<18. Trigger LONG when ADX>=18 AND RSI>=52.,NONE,0.0,True,MID
ETERNAL,None,NSE:ETERNAL,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":285,""tradingsymbol"":""ETERNAL26FEB285PE"",""instrument_token"":24343554,""bid"":11.65,""ask"":11.8,""mid"":11.725000000000001,""ltp"":11.725000000000001,""oi"":1760550.0,""volume"":1200375.0,""spread_pct"":0.01279317697228148,""price_used"":11.8,""tag"":""long"",""iv"":0.42867751948928834,""delta"":-0.742329714305149,""gamma"":0.023103038303085306,""vega_1pct"":0.1052503056295936,""theta_day"":-0.4047949042832919,""greeks_conf"":""high""}]",11.8,11.8,,,28615.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,ETERNAL26FEB285PE,NFO:ETERNAL26FEB285PE,285,-1.395586622658073,1.395586622658073,11.8,5.9,21.240000000000002,90,0.01279317697228148,11.65,11.8,11.725000000000001,11.725000000000001,,ask,0.42867751948928834,1.0,1,high,-0.742329714305149,0.1052503056295936,-0.4047949042832919,2425,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=19.7 | ivp=1.00 | dte=5 | spr=0.013 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
FORTIS,None,NSE:FORTIS,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":920,""tradingsymbol"":""FORTIS26FEB920CE"",""instrument_token"":23813890,""bid"":9.0,""ask"":9.25,""mid"":9.125,""ltp"":9.125,""oi"":336350.0,""volume"":558775.0,""spread_pct"":0.0273972602739726,""price_used"":9.25,""tag"":""long"",""iv"":0.21436310159778593,""delta"":0.4986485774152077,""gamma"":0.017095140564000424,""vega_1pct"":0.43430261037019996,""theta_day"":-0.9823474710539358,""greeks_conf"":""high""}]",9.25,9.25,,,7168.75,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,FORTIS26FEB920CE,NFO:FORTIS26FEB920CE,920,1.538657088537172,1.538657088537172,9.25,4.625,16.650000000000002,90,0.0273972602739726,9.0,9.25,9.125,9.125,,ask,0.21436310159778593,1.0,1,high,0.4986485774152077,0.43430261037019996,-0.9823474710539358,775,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=27.3 | ivp=1.00 | dte=5 | spr=0.027 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
GAIL,None,NSE:GAIL,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":155,""tradingsymbol"":""GAIL26FEB155CE"",""instrument_token"":23903490,""bid"":11.98,""ask"":12.24,""mid"":12.11,""ltp"":12.11,""oi"":2050650.0,""volume"":25200.0,""spread_pct"":0.02146985962014862,""price_used"":12.24,""tag"":""long"",""iv"":0.5,""delta"":0.9048483771040243,""gamma"":0.017097635604658417,""vega_1pct"":0.03349519155171685,""theta_day"":-0.18620734305426465,""greeks_conf"":""low""}]",12.24,12.24,,,38556.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,GAIL26FEB155CE,NFO:GAIL26FEB155CE,155,1.1971659125390985,1.1971659125390985,12.24,6.12,22.032,90,0.02146985962014862,11.98,12.24,12.11,12.11,,ask,0.5,1.0,1,low,0.9048483771040243,0.03349519155171685,-0.18620734305426465,3150,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=35.0 | ivp=1.00 | dte=5 | spr=0.021 | fallback single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
GLENMARK,None,NSE:GLENMARK,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":2040,""tradingsymbol"":""GLENMARK26FEB2040CE"",""instrument_token"":24006402,""bid"":22.35,""ask"":22.9,""mid"":22.625,""ltp"":22.625,""oi"":302250.0,""volume"":696000.0,""spread_pct"":0.024309392265193245,""quote_ts"":""2026-02-19T12:32:04"",""price_used"":22.9,""tag"":""long"",""iv"":0.2476725546221733,""delta"":0.4892855485043361,""gamma"":0.006675766967835644,""vega_1pct"":0.9618951720907057,""theta_day"":-2.4849213254280382,""greeks_conf"":""high""}]",22.9,22.9,,,8587.5,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,GLENMARK26FEB2040CE,NFO:GLENMARK26FEB2040CE,2040,1.2015287847160745,1.2015287847160745,22.9,11.45,41.22,90,0.024309392265193245,22.35,22.9,22.625,22.625,2026-02-19T12:32:04,ask,0.2476725546221733,1.0,1,high,0.4892855485043361,0.9618951720907057,-2.4849213254280382,375,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=24.0 | ivp=1.00 | dte=5 | spr=0.024 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
GODREJPROP,None,NSE:GODREJPROP,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":1860,""tradingsymbol"":""GODREJPROP26FEB1860CE"",""instrument_token"":25760002,""bid"":21.4,""ask"":21.7,""mid"":21.549999999999997,""ltp"":21.549999999999997,""oi"":212575.0,""volume"":548350.0,""spread_pct"":0.013921113689095162,""quote_ts"":""2026-02-19T12:31:43"",""price_used"":21.7,""tag"":""long"",""iv"":0.2646741800975799,""delta"":0.4827299132968025,""gamma"":0.006851878704949305,""vega_1pct"":0.8759604813451806,""theta_day"":-2.406205015691299,""greeks_conf"":""high""}]",21.7,21.7,,,5967.5,5,VOLATILE,1.0,hard,UP,UP,,LONG,False,CE,GODREJPROP26FEB1860CE,NFO:GODREJPROP26FEB1860CE,1860,1.3346968603740847,1.3346968603740847,21.7,10.85,39.06,90,0.013921113689095162,21.4,21.7,21.549999999999997,21.549999999999997,2026-02-19T12:31:43,ask,0.2646741800975799,1.0,1,high,0.4827299132968025,0.8759604813451806,-2.406205015691299,275,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=31.1 | ivp=1.00 | dte=5 | spr=0.014 | watch-mode single-leg,Trigger LONG when RSI closes >= 52 AND price closes above EMA_fast.,NONE,0.0,True,MID
HDFCBANK,None,NSE:HDFCBANK,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":925,""tradingsymbol"":""HDFCBANK26FEB925PE"",""instrument_token"":26753794,""bid"":10.35,""ask"":10.45,""mid"":10.399999999999999,""ltp"":10.399999999999999,""oi"":1452000.0,""volume"":2126850.0,""spread_pct"":0.009615384615384583,""price_used"":10.45,""tag"":""long"",""iv"":0.17222501035499577,""delta"":-0.605438320303225,""gamma"":0.020527276262478647,""vega_1pct"":0.4191098942208522,""theta_day"":-0.6112481595561997,""greeks_conf"":""high""}]",10.45,10.45,,,5747.5,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,HDFCBANK26FEB925PE,NFO:HDFCBANK26FEB925PE,925,-1.4078701780716756,1.4078701780716756,10.45,5.225,18.81,90,0.009615384615384583,10.35,10.45,10.399999999999999,10.399999999999999,,ask,0.17222501035499577,1.0,1,high,-0.605438320303225,0.4191098942208522,-0.6112481595561997,550,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=20.3 | ivp=1.00 | dte=5 | spr=0.010 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
HDFCLIFE,None,NSE:HDFCLIFE,2026-02-24,BUY_CE,BUY_CE,"[{""side"":""BUY"",""right"":""CE"",""strike"":720,""tradingsymbol"":""HDFCLIFE26FEB720CE"",""instrument_token"":25107970,""bid"":10.5,""ask"":10.7,""mid"":10.6,""ltp"":10.6,""oi"":712800.0,""volume"":795300.0,""spread_pct"":0.01886792452830182,""price_used"":10.7,""tag"":""long"",""iv"":0.13136007406997677,""delta"":0.7977609885226469,""gamma"":0.024851482580708736,""vega_1pct"":0.24332207923247545,""theta_day"":-0.4057459407645711,""greeks_conf"":""high""}]",10.7,10.7,,,11770.0,5,VOLATILE,1.0,hard,UP,UP,,LONG,True,CE,HDFCLIFE26FEB720CE,NFO:HDFCLIFE26FEB720CE,720,1.8670399871407604,1.8670399871407604,10.7,5.35,19.259999999999998,90,0.01886792452830182,10.5,10.7,10.6,10.6,,ask,0.13136007406997677,1.0,1,high,0.7977609885226469,0.24332207923247545,-0.4057459407645711,1100,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=44.8 | ivp=1.00 | dte=5 | spr=0.019 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
HEROMOTOCO,None,NSE:HEROMOTOCO,2026-02-24,BEAR_PUT_SPREAD,BEAR_PUT_SPREAD,"[{""side"":""BUY"",""right"":""PE"",""strike"":5500,""tradingsymbol"":""HEROMOTOCO26FEB5500PE"",""instrument_token"":25255682,""bid"":60.1,""ask"":60.8,""mid"":60.45,""ltp"":60.45,""oi"":132300.0,""volume"":532500.0,""spread_pct"":0.011579818031430864,""quote_ts"":""2026-02-19T12:32:15"",""price_used"":60.8,""tag"":""long"",""iv"":0.20518994860148432,""delta"":-0.536570271573523,""gamma"":0.002981200176315993,""vega_1pct"":2.579961701313182,""theta_day"":-4.672872405320079,""greeks_conf"":""high""},{""side"":""SELL"",""right"":""PE"",""strike"":5400,""tradingsymbol"":""HEROMOTOCO26FEB5400PE"",""instrument_token"":25255170,""bid"":23.3,""ask"":23.6,""mid"":23.450000000000003,""ltp"":23.450000000000003,""oi"":126750.0,""volume"":364350.0,""spread_pct"":0.01279317697228148,""quote_ts"":""2026-02-19T12:32:15"",""price_used"":23.3,""tag"":""short"",""iv"":0.21912849199450016,""delta"":-0.2668330368227517,""gamma"":0.002309691895245206,""vega_1pct"":2.134611960177184,""theta_day"":-4.3205731393304845,""greeks_conf"":""high""}]",37.5,37.5,62.5,5462.50,5625.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,HEROMOTOCO26FEB5500PE,NFO:HEROMOTOCO26FEB5500PE,5500,-1.4434576000091135,1.4434576000091135,60.8,18.75,87.5,90,0.011579818031430864,60.1,60.8,60.45,60.45,2026-02-19T12:32:15,ask,0.20518994860148432,1.0,1,high,-0.26973723475077127,0.4453497411359981,-0.35229926598959427,150,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=22.2 | ivp=1.00 | dte=5 | spr=0.012 | volatile -> direction via debit spread,LIVE signal,NONE,0.0,True,MID
HINDPETRO,None,NSE:HINDPETRO,2026-02-24,BUY_PE,BUY_PE,"[{""side"":""BUY"",""right"":""PE"",""strike"":450,""tradingsymbol"":""HINDPETRO26FEB450PE"",""instrument_token"":25486594,""bid"":8.25,""ask"":8.4,""mid"":8.325,""ltp"":8.325,""oi"":1168425.0,""volume"":1269675.0,""spread_pct"":0.018018018018018063,""price_used"":8.4,""tag"":""long"",""iv"":0.28563593737983706,""delta"":-0.6007071839484887,""gamma"":0.02561399257509133,""vega_1pct"":0.20382177062932513,""theta_day"":-0.5228063799060974,""greeks_conf"":""high""}]",8.4,8.4,,,17010.0,5,VOLATILE,1.0,hard,DOWN,DOWN,,SHORT,True,PE,HINDPETRO26FEB450PE,NFO:HINDPETRO26FEB450PE,450,-1.9407640068307495,1.9407640068307495,8.4,4.2,15.120000000000001,90,0.018018018018018063,8.25,8.4,8.325,8.325,,ask,0.28563593737983706,1.0,1,high,-0.6007071839484887,0.20382177062932513,-0.5228063799060974,2025,0,0,0,False,1.0,NEUTRAL,0.3125,False,adx=48.7 | ivp=1.00 | dte=5 | spr=0.018 | fallback single-leg,LIVE signal,NONE,0.0,True,MID
